"﻿""Key""","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"NUCKBN9H","conferencePaper","2025","Xue, Y.; Dong, C.; Wei, Z.; Ma, Z.; Hao, Z.; Chen, X.","Insulator Defect Detection Method Using Heterogeneous Dual-Stream Collaborative Network in Complex Scenes","IEEE Int. Symp. Appl. Artif. Intell. Electr. Eng., AAIEE","9798331521813 (ISBN)","","10.1109/AAIEE64965.2025.11100851","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105015362964&doi=10.1109%2FAAIEE64965.2025.11100851&partnerID=40&md5=69e9406abdb7b0ced879f74aa56b9566","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","172-177","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"GYB8IYMZ","conferencePaper","2024","Yamashita, K.; Yu, N.; Farantatos, E.; Zhu, L.","Predicting Power System Frequency Health Index with PMUs and Graph Attention Networks","IEEE Int. Conf. Commun., Control, Comput. Technol. Smart Grids, SmartGridComm","9798350318555 (ISBN)","","10.1109/SmartGridComm60555.2024.10738052","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85210810460&doi=10.1109%2FSmartGridComm60555.2024.10738052&partnerID=40&md5=d17ed025d38892b179df2ed3f92a4169","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","353-358","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6HUQM2AX","journalArticle","2025","Yamashita, K.; Yu, N.; Farantatos, E.; Zhu, L.","Graph Learning-Based Power System Health Assessment Model","IEEE Open Access Journal of Power and Energy","","26877910 (ISSN)","10.1109/OAJPE.2025.3556004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105003182816&doi=10.1109%2FOAJPE.2025.3556004&partnerID=40&md5=0f5ae77d364b5b277cfbb62a0258cc80","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","181-193","","","12","","IEEE Open Access J. Power Energy","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JV95APGL","conferencePaper","2025","Yan, H.; Zheng, Y.; Mei, H.; Zhu, X.; Pu, H.","Dynamic Spatial-Temporal Graph Neural Network for Ultra Short-Term PV Power Generation Forecasting","Lect. Notes Electr. Eng.","18761119 (ISSN); 18761100 (ISSN); 9789819680023 (ISBN); 9789819658473 (ISBN); 9789819600571 (ISBN); 9789819644292 (ISBN); 9789819637577 (ISBN); 9783319030135 (ISBN); 9783642363283 (ISBN); 9789819648115 (ISBN); 9783642384653 (ISBN); 9789819920914 (ISBN)","","10.1007/978-981-96-2042-5_5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85219212802&doi=10.1007%2F978-981-96-2042-5_5&partnerID=40&md5=836c70f2e9e2db3f19de7fad1a8b6358","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","43-51","","","1317 LNEE","","","","","","","","Springer Science and Business Media Deutschland GmbH","","English","","","Scopus","","","","","#done; #forecasting","","Jia, L.; Liu, Y.; Xu, Z.; Tang, L.; Song, K.; Liu, Y.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Lecture Notes in Electrical Engineering","","","","","","","","","","","","","","",""
"XPML3D4P","journalArticle","2025","Yan, Z.; Li, Y.; Liu, Y.; Zhang, S.; Du, E.; Zhang, N.; Lu, Z.; Leng, Y.","A Short-Term Forecast Method for Electricity Carbon Emission Factor with High Temporal and Spatial Resolution","Journal of Cleaner Production","","09596526 (ISSN)","10.1016/j.jclepro.2025.147018","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105021091730&doi=10.1016%2Fj.jclepro.2025.147018&partnerID=40&md5=4958af7d9f5a1498a24c242e003a09d2","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","533","","J. Clean. Prod.","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HV8X7G5S","journalArticle","2025","Yang, C.; Wu, S.; Liu, T.; He, Y.; Wang, J.; Shi, D.","Efficient generation of power system topology diagrams based on Graph Neural Network","Engineering Applications of Artificial Intelligence","","09521976 (ISSN)","10.1016/j.engappai.2025.110462","https://www.scopus.com/inward/record.uri?eid=2-s2.0-86000658499&doi=10.1016%2Fj.engappai.2025.110462&partnerID=40&md5=385e82d5f361a4090d3f1d3e9f25ad56","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","149","","Eng Appl Artif Intell","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #data-management","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BZWXTEA7","conferencePaper","2024","Yang, H.; Xiao, Y.; Xu, J.; Ji, Y.; Cao, H.","Research on Dynamic Security Detection of New Energy Terminals Based on Graph Neural Networks","IMCEC - IEEE Adv. Inf. Manag., Commun., Electron. Autom. Control Conf.","979-835031652-0 (ISBN)","","10.1109/IMCEC59810.2024.10575111","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85198640825&doi=10.1109%2FIMCEC59810.2024.10575111&partnerID=40&md5=d00222e0044a9150bac0523762a1e4ba","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","1438-1442","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","Scopus","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IMCEC 2024 - IEEE 6th Advanced Information Management, Communicates, Electronic and Automation Control Conference","","","","","","","","","","","","","","",""
"8U5SLV9C","journalArticle","2025","Yang, J.; Mahato, N.K.; Yang, J.; Gong, G.; Liu, L.; Ren, R.; Wang, L.; Liu, X.","VisGCL: Visibility Graph Convolutional Learning on Time Series Data for Arc Fault Detection in Low-Voltage Distribution Networks","IET Science, Measurement and Technology","","17518822 (ISSN); 17518830 (ISSN)","10.1049/smt2.70007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002475535&doi=10.1049%2Fsmt2.70007&partnerID=40&md5=94d0c3484cd1f584b13e55e18386a136","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","1","19","","IET Sci. Meas. Technol.","","","","","","John Wiley and Sons Inc","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"R8U39N6L","journalArticle","2025","Yang, K.; Xue, F.; Huang, T.; Lu, S.; Jiang, L.; Xu, X.","Lightweight model for power grid cascading failures risk evaluation based on graph physics-informed attention network","Expert Systems with Applications","","09574174 (ISSN)","10.1016/j.eswa.2025.128468","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007744407&doi=10.1016%2Fj.eswa.2025.128468&partnerID=40&md5=08ed3171dc5a252ce09c1f93155faee4","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","291","","Expert Sys Appl","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"NZSHGL2T","journalArticle","2024","Yang, L.; Tsung, F.; Wang, K.; Zhou, J.","Wind Power Forecasting Based on a Spatial-Temporal Graph Convolution Network with Limited Engineering Knowledge","IEEE Transactions on Instrumentation and Measurement","","00189456 (ISSN)","10.1109/TIM.2024.3374321","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187379332&doi=10.1109%2fTIM.2024.3374321&partnerID=40&md5=cbeec9be7c738cc0566e7d63c3a4b826","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","1-13","","","73","","IEEE Trans. Instrum. Meas.","","","","","","","","English","","","Scopus","","IEEE Xplore","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IPC7WXZL","journalArticle","2025","Yang, L.; Wang, Q.","Graph Neural Network-Based Safety Evaluation and Anomaly Detection for Power Equipment Systems","Informatica (Slovenia)","","18543871 (ISSN); 03505596 (ISSN)","10.31449/inf.v49i30.8084","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105017736775&doi=10.31449%2Finf.v49i30.8084&partnerID=40&md5=bf0b71f8eea1454bbc57bf983da3935c","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","211-222","","30","49","","Informatica","","","","","","Slovene Society Informatika","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8K77NYG4","journalArticle","2025","Yang, M.; Jiang, R.; Wang, B.; Fang, G.; Jia, Y.; Fan, F.","Multi-channel attention mechanism graph convolutional network considering cumulative effect and temporal causality for day-ahead wind power prediction","Energy","","03605442 (ISSN); 18736785 (ISSN); 0080319424 (ISBN); 0080328016 (ISBN); 0080340016 (ISBN); 0080311202 (ISBN); 0080305326 (ISBN); 0080316549 (ISBN); 008032780X (ISBN); 9780080327808 (ISBN)","10.1016/j.energy.2025.137023","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105007982232&doi=10.1016%2Fj.energy.2025.137023&partnerID=40&md5=dc920ead50366fe494424e7766c0c9ab","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","332","","Energy","","","","","","Elsevier Ltd","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4UGG2FZB","journalArticle","2025","Yang, M.; Niu, J.; Wang, B.; Huang, D.; Su, X.; Ma, C.","FDCA-DSTGCN: A Wind Farm Cluster Power Day-Ahead Prediction Model Based on Frequency Domain Information Gain and Dynamic Trend Sensing","IEEE Transactions on Sustainable Energy","","19493037 (ISSN); 19493029 (ISSN)","10.1109/TSTE.2025.3566592","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105004292336&doi=10.1109%2FTSTE.2025.3566592&partnerID=40&md5=b88a82741d9d9294f99593b95a35f2b5","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","2782-2796","","4","16","","IEEE Trans. Sustainable Energy","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IAC5NTJR","journalArticle","2024","Yang, M.; Qiu, G.; Liu, J.; Liu, Y.; Liu, T.; Tang, Z.; Ding, L.; Shui, Y.; Liu, K.","Topology-Transferable Physics-Guided Graph Neural Network for Real-Time Optimal Power Flow","IEEE Transactions on Industrial Informatics","","15513203 (ISSN)","10.1109/TII.2024.3398058","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85194049804&doi=10.1109%2FTII.2024.3398058&partnerID=40&md5=dcdfc373e1aff4d4a3b54bff0a6a2a6f","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","10857-10872","","9","20","","IEEE Trans. Ind. Inf.","","","","","","IEEE Computer Society","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"EEJZTAZ7","preprint","2022","Yang, Mei; Liu, Junyong; Qiu, Gao; Liu, Tingjian; Tang, Zhiyuan","AC Optimal Power Flows: Combining Lagrangian Dual and physics-Guided Graph Neutral Networks","","","","10.36227/techrxiv.21554775.v1","https://www.techrxiv.org/doi/full/10.36227/techrxiv.21554775.v1","2022-11-21","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-08-13 14:54:07","","","","","","","AC Optimal Power Flows","","","","","","","en","https://creativecommons.org/licenses/by/4.0/","","","","DOI.org (Crossref)","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UPH7W7VK","preprint","2024","Yang, Mei; Qiu, Gao; Liu, Junyong; Liu, Kai","Probabilistic Power Flow Based on Physics-Guided Graph Neural Networks","","","","10.2139/ssrn.4731825","https://papers.ssrn.com/abstract=4731825","2024-02-19","2026-03-20 01:24:16","2026-03-20 01:24:16","2026-03-19 19:58:11","","","","","","","","","","","","Social Science Research Network","Rochester, NY","en","","SSRN Scholarly Paper","","","papers.ssrn.com","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","4731825","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ITFXFW2P","journalArticle","2024","Yang, Mei; Qiu, Gao; Liu, Tingjian; Liu, Junyong; Liu, Kai; Li, Yaping","Probabilistic power flow based on physics-guided graph neural networks","Electric Power Systems Research","","03787796","10.1016/j.epsr.2024.110864","https://linkinghub.elsevier.com/retrieve/pii/S0378779624007508","2024-10","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-07-17 23:50:40","110864","","","235","","Electric Power Systems Research","","","","","","","","en","","","","","DOI.org (Crossref)","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HECYF6ZA","conferencePaper","2024","Yang, N.; Dong, L.; Zhang, Z.; Huang, Y.; Li, X.; Wei, Y.; Chen, W.; Liu, X.; Li, L.","GRIDDPG: A Graph-Reinforced Intelligent Deep Policy Gradient Approach for Transferable Power Grid Dispatch","Proc. Asian Conf. Artif. Intell. Technol., ACAIT","9798331517090 (ISBN)","","10.1109/ACAIT63902.2024.11021945","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105009066829&doi=10.1109%2FACAIT63902.2024.11021945&partnerID=40&md5=5d9d81ece3f65a133ee568c59c33fd84","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","930-934","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #optimization-control","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Proceedings of 2024 8th Asian Conference on Artificial Intelligence Technology, ACAIT 2024","","","","","","","","","","","","","","",""
"Y2DZ473E","journalArticle","2022","Yang, Q.; Sadeghi, A.; Wang, G.","Data-Driven Priors for Robust PSSE via Gauss-Newton Unrolled Neural Networks","IEEE Journal on Emerging and Selected Topics in Circuits and Systems","","21563357 (ISSN)","10.1109/JETCAS.2022.3142051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85122874699&doi=10.1109%2fJETCAS.2022.3142051&partnerID=40&md5=e29c750b9911c1ec4bb2a908033dbcaa","2022","2026-03-20 01:24:16","2026-03-20 01:24:16","","172-181","","1","12","","IEEE J. Emerg. Sel. Top. Circuits Syst.","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"52JYEX3K","conferencePaper","2020","Yang, Qiuling; Sadeghi, Alireza; Wang, Gang; Giannakis, Georgios B.; Sun, Jian","Power System State Estimation Using Gauss-Newton Unrolled Neural Networks with Trainable Priors","2020 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","","","10.1109/SmartGridComm47815.2020.9302932","https://ieeexplore.ieee.org/abstract/document/9302932","2020-11","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-05-02 08:48:19","1-6","","","","","","","","","","","","","","","","","","IEEE Xplore","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE International Conference on Communications, Control, and Computing Technologies for Smart Grids (SmartGridComm)","","","","","","","","","","","","","","",""
"B8P7ZESE","conferencePaper","2023","Yang, S.; Ding, M.; Wtuan, Z.; Yang, H.; Liu, Y.; Fan, W.","Transient stability assessment of power systems with graph neural networks considering global features","IEEE China Int. Youth Conf. Electr. Eng., CIYCEE","979-835030556-2 (ISBN)","","10.1109/CIYCEE59789.2023.10401786","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85184853669&doi=10.1109%2FCIYCEE59789.2023.10401786&partnerID=40&md5=790056215319ef52cac815157bfe60e1","2023","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2023 IEEE 4th China International Youth Conference on Electrical Engineering, CIYCEE 2023","","","","","","","","","","","","","","",""
"MBDSBW88","conferencePaper","2025","Yang, S.; Xie, C.","Attention-Based Auto-encoder for Graph Anomaly Detection","IEEE Int. Conf. Ind. Informatics (INDIN)","19354576 (ISSN); 979-833151121-0 (ISBN)","","10.1109/INDIN64977.2025.11279017","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105032675366&doi=10.1109%2FINDIN64977.2025.11279017&partnerID=40&md5=fef2cd4e19ca9e8274e0159fe206099b","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #cybersecurity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","IEEE International Conference on Industrial Informatics (INDIN)","","","","","","","","","","","","","","",""
"NPTSJINK","conferencePaper","2022","Yang, W.; Gao, P.; Huang, H.; Wei, X.; Zhang, H.; Qu, Z.","Advanced Persistent Threat Detection in Smart Grid Clouds Using Spatiotemporal Context-Aware Graph Embedding","Proc. - IEEE Glob. Commun. Conf., GLOBECOM","23340983 (ISSN)","","10.1109/GLOBECOM48099.2022.10001486","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85146950717&doi=10.1109%2fGLOBECOM48099.2022.10001486&partnerID=40&md5=7878d810cfab5410ed0485d27a9ef067","2022","2026-03-20 01:24:16","2026-03-20 01:24:16","2022-12-04","534-540","","","","","","","","","","","","","English","","","Scopus","","","","","#done; #cybersecurity","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2022 IEEE Global Communications Conference, GLOBECOM 2022","","","","","","","","","","","","","","",""
"BCXU8KCP","journalArticle","2023","Yang, Y.; Guo, J.; Li, Y.; Zhou, J.","Forecasting day-ahead electricity prices with spatial dependence","International Journal of Forecasting","","01692070 (ISSN)","10.1016/j.ijforecast.2023.11.006","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85178645789&doi=10.1016%2fj.ijforecast.2023.11.006&partnerID=40&md5=9f168fa905a05970e74cf5a63add415f","2023","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","Int. J. Forecast.","","","","","","Elsevier B.V.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"7L78AP46","conferencePaper","2025","Yang, Y.; Liu, Y.; Shu, S.","Temporal Hierarchy Reconciliation Network for PV Power Forecasting","Int. Conf. Power, Energy, Electr. Eng. CPEEE","9798331520090 (ISBN)","","10.1109/CPEEE64598.2025.10987302","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006512818&doi=10.1109%2FCPEEE64598.2025.10987302&partnerID=40&md5=f0209b59a3ac2eb877f7b864f5b74426","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","402-406","","","","","","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FVRGWNJK","journalArticle","2025","Yang, Y.; Liu, Z.; Yu, Z.","SA-STGCN: A Spectral-Attentive Spatio-Temporal Graph Convolutional Network for Wind Power Forecasting with Wavelet-Enhanced Multi-Scale Learning","Energies","","19961073 (ISSN)","10.3390/en18195315","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105019220012&doi=10.3390%2Fen18195315&partnerID=40&md5=2381bdd459d572a52b3dafaad22bbadb","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","19","18","","Energies","","","","","","Multidisciplinary Digital Publishing Institute (MDPI)","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDWEJWZP","journalArticle","2025","Yang, Y.; Wang, P.; Shu, S.; Lin, F.","HiGN-ARec: A Hierarchical Graph Network with Adaptive Reconciliation for PV Power Forecasting in Spatial Hierarchy","IEEE Transactions on Sustainable Energy","","19493037 (ISSN); 19493029 (ISSN)","10.1109/TSTE.2025.3602443","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105014645210&doi=10.1109%2FTSTE.2025.3602443&partnerID=40&md5=aa00cda1ccf276bbd258ddacb68b8698","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","IEEE Trans. Sustainable Energy","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"V2ARL9PM","journalArticle","2022","Yang, Yuyun; Tan, Zhenfei; Yang, Haitao; Ruan, Guangchun; Zhong, Haiwang; Liu, Fengkui","Short-term electricity price forecasting based on graph convolution network and attention mechanism","IET Renewable Power Generation","","1752-1424","10.1049/rpg2.12413","https://onlinelibrary.wiley.com/doi/abs/10.1049/rpg2.12413","2022","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-05-16 09:53:43","2481-2492","","12","16","","","","","","","","","","en","© 2022 The Authors. IET Renewable Power Generation published by John Wiley & Sons Ltd on behalf of The Institution of Engineering and Technology.","","","","Wiley Online Library","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"APULP866","journalArticle","2023","Yaniv, Arbel; Kumar, Parteek; Beck, Yuval","Towards adoption of GNNs for power flow applications in distribution systems","Electric Power Systems Research","","0378-7796","10.1016/j.epsr.2022.109005","https://www.sciencedirect.com/science/article/pii/S0378779622010549","2023-03-01","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-04-18 12:26:01","109005","","","216","","Electric Power Systems Research","","","","","","Elsevier Ltd","","English","","","Scopus","","ScienceDirect","","","#done; #grid-analysis","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"LGFMBHBW","journalArticle","2024","Yanmei, Jiang; Mingsheng, Liu; Yangyang, Li; Yaping, Liu; Jingyun, Zhang; Yifeng, Liu; Chunyang, Liu","Enhanced neighborhood node graph neural networks for load forecasting in smart grid","International Journal of Machine Learning and Cybernetics","","1868-808X","10.1007/s13042-023-01796-8","https://doi.org/10.1007/s13042-023-01796-8","2024-01-01","2026-03-20 01:24:16","2026-03-20 01:24:16","2024-05-08 14:56:37","129-148","","1","15","","Int. J. Mach. Learn. & Cyber.","","","","","","","","en","","","","","Springer Link","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UQGGC83D","journalArticle","2024","Yao, T.; Wang, J.; Wang, Y.; Zhang, P.; Cao, H.; Chi, X.; Shi, M.","Very Short-Term Forecasting of Distributed PV Power Using GSTANN","CSEE Journal of Power and Energy Systems","","20960042 (ISSN)","10.17775/CSEEJPES.2022.00110","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85204092565&doi=10.17775%2FCSEEJPES.2022.00110&partnerID=40&md5=d7b114260ecea148f5864abc5bdef915","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","1491-1501","","4","10","","CSEE J. Power Energy Syst.","","","","","","China Electric Power Research Institute","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"9ACFAVQS","journalArticle","2025","Yao, W.; Zhang, R.; Zhang, Y.; Wei, S.; Lan, Y.; Shi, Z.; Wen, J.","A Hybrid Deep Learning Framework With Local-Global Feature Extraction for Intelligent Power System Stability Assessment","IEEE Transactions on Power Systems","","08858950 (ISSN)","10.1109/TPWRS.2025.3574382","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105006717268&doi=10.1109%2FTPWRS.2025.3574382&partnerID=40&md5=2e03ee56f7e5772a069f6a2217899f35","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","4718-4731","","6","40","","IEEE Trans Power Syst","","","","","","Institute of Electrical and Electronics Engineers Inc.","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X5H5ATWB","journalArticle","2025","Ye, L.; Li, W.; Zhao, J.; Liu, Y.","Intelligent substation communication network fault location method based on dynamic spatiotemporal graph association perception","EAI Endorsed Transactions on Energy Web","","2032944X (ISSN)","10.4108/ew.10423","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105018298264&doi=10.4108%2Few.10423&partnerID=40&md5=75b172b388925d3d9318df4d7f7db551","2025","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","12","","EAI Endorsed Trans. Energy Web","","","","","","European Alliance for Innovation","","English","","","Scopus","","","","","#done; #faults-reliability","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QTDWEQMX","conferencePaper","2024","Ye, R.; Shi, Z.; Song, Y.; Zhang, F.","Charging Load Forecasting of Highway Infrastructure Considering Spatiotemporal Coupling","Asia-Pacific Pow. Energy Eng. Conf., APPEEC","21574847 (ISSN); 21574839 (ISSN); 9781424448135 (ISBN); 9781509054183 (ISBN); 9798350318098 (ISBN); 9781457705472 (ISBN); 9781728157481 (ISBN); 9781479925223 (ISBN); 9781665467384 (ISBN); 9781467381321 (ISBN); 9781424424870 (ISBN); 9781424462551 (ISBN)","","10.1109/APPEEC61255.2024.10922663","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105002219922&doi=10.1109%2FAPPEEC61255.2024.10922663&partnerID=40&md5=e4a4d0bea27e398a8b3e487ef35ece5e","2024","2026-03-20 01:24:16","2026-03-20 01:24:16","","","","","","","","","","","","","IEEE Computer Society","","English","","","Scopus","","","","","#done; #forecasting","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","Asia-Pacific Power and Energy Engineering Conference, APPEEC","","","","","","","","","","","","","","",""
